Geo Point;Geo Shape;codcen;dlibre;dgenerica_;despecific;regimen;direccion;codpos;municipio_;provincia_;telef;fax;mail
39.4965239990738, -0.3726659999999998;"{""coordinates"": [-0.372666, 39.4965239990738], ""type"": ""Point""}";46014194;CEE PRIV. AUXILIA;CENTRE PRIVAT D'EDUCACIÓ ESPECIAL;AUXILIA;PRIVADO;CL. GRAVADOR FABREGAT, 5-B;46019;València;València;963725082;963553143;fav@auxilia.es
39.48259199907389, -0.39587500000000037;"{""coordinates"": [-0.395875, 39.48259199907389], ""type"": ""Point""}";46015186;CEIP CAMPANAR;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CAMPANAR;PÚBLICO;CL. RASCANYA, 1;46015;València;València;961205490;961205491;46015186@edu.gva.es
39.46201599907404, -0.3321750000000003;"{""coordinates"": [-0.332175, 39.46201599907404], ""type"": ""Point""}";46015290;IES EL GRAO;INSTITUT D'EDUCACIÓ SECUNDÀRIA;EL GRAO;PÚBLICO;CL. ESCALANTE, 9;46011;València;València;961206030;961206031;46015290@edu.gva.es
39.47762199907393, -0.35618299999999986;"{""coordinates"": [-0.356183, 39.47762199907393], ""type"": ""Point""}";46015435;CENTRE PRIVAT FP ALTAVIANA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;ALTAVIANA;CONCERTADO;CL. ALMELA Y VIVES, 5;46010;València;València;963604400;963934603;altaviana@altaviana.com
39.468285999073984, -0.34569400000000117;"{""coordinates"": [-0.345694, 39.468285999073984], ""type"": ""Point""}";46016051;CEIP ANTONIO GARCÍA LÓPEZ;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ANTONIO GARCÍA LÓPEZ;PÚBLICO;CL. PERIS BRELL, 66;46022;València;València;961207345;961207346;46016051@edu.gva.es
39.43962299907416, -0.3874920000000006;"{""coordinates"": [-0.387492, 39.43962299907416], ""type"": ""Point""}";46016245;CEE PÚB. PROFESOR SEBASTIÁN BURGOS;CENTRE D'EDUCACIÓ ESPECIAL;PROFESOR SEBASTIÁN BURGOS;PÚBLICO;CL. ALQUERÍA DE BENIMASSOT, 17;46017;València;València;961207005;961207006;46016245@edu.gva.es
39.49258299907384, -0.373278;"{""coordinates"": [-0.373278, 39.49258299907384], ""type"": ""Point""}";46016452;CEIP PROFESOR BARTOLOMÉ COSSIO;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PROFESOR BARTOLOMÉ COSSIO;PÚBLICO;CL. REIG GENOVÉS, 29;46019;València;València;962566310;962566311;46016452@edu.gva.es
39.44467799907412, -0.33474000000000104;"{""coordinates"": [-0.33474, 39.44467799907412], ""type"": ""Point""}";46016555;CEIP JUAN MANUEL MONTOYA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JUAN MANUEL MONTOYA;PÚBLICO;CR. PUNTA AL MAR, 75;46024;València;València;961205485;961205486;46016555@edu.gva.es
39.47660999907392, -0.40135499999999963;"{""coordinates"": [-0.401355, 39.47660999907392], ""type"": ""Point""}";46016580;CEIP FRANCISCO GINER DE LOS RÍOS;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;FRANCISCO GINER DE LOS RÍOS;PÚBLICO;PZ. GRUP PARPALLÓ, S/N;46015;València;València;962566020;962566021;46016580@edu.gva.es
39.48566899907387, -0.39945200000000003;"{""coordinates"": [-0.399452, 39.48566899907387], ""type"": ""Point""}";46016646;CEE PRIV. EL MOLÍ;CENTRE PRIVAT D'EDUCACIÓ ESPECIAL;EL MOLÍ;CONCERTADO;CL. PADRE MUEDRA, 19;46015;València;València;963407256;0;elmoli.cee@gmail.com
39.47137699907397, -0.3839880000000003;"{""coordinates"": [-0.383988, 39.47137699907397], ""type"": ""Point""}";46016968;CENTRE ENS. PROFESSIONALS DE MÚSICA INSTITUTO MUSICAL GINER;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA;INSTITUTO MUSICAL GINER;PRIVADO;CL. GUILLEM DE CASTRO, 73;46008;València;València;963920786;963913267;info@elmicalet.cat
39.461825999074016, -0.35227100000000044;"{""coordinates"": [-0.352271, 39.461825999074016], ""type"": ""Point""}";46016981;CONSERVATORI PROFESSIONAL DE MÚSICA JOSÉ ITURBI;CONSERVATORI PROFESSIONAL DE MÚSICA;JOSÉ ITURBI;PÚBLICO;AV. BALEARES, 36;46023;València;València;963525478;963370148;46016981@gva.es
39.45692999907406, -0.3763890000000002;"{""coordinates"": [-0.376389, 39.45692999907406], ""type"": ""Point""}";46017067;CENTRE PRIVAT FP ENSEÑANZAS PROFESIONALES SOROLLA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;ENSEÑANZAS PROFESIONALES SOROLLA;CONCERTADO;CL. DOCTOR DOMAGK, 1;46006;València;València;963732199;963336486;profesional@gruposorolla.es
39.47756999907393, -0.34883699999999945;"{""coordinates"": [-0.348837, 39.47756999907393], ""type"": ""Point""}";46017213;CEIP VICENTE GAOS;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VICENTE GAOS;PÚBLICO;PZ. POETA VICENTE GAOS, 1;46021;València;València;962566380;962566381;46017213@edu.gva.es
39.489907999073836, -0.3800479999999999;"{""coordinates"": [-0.380048, 39.489907999073836], ""type"": ""Point""}";46017249;CEIP PROFESOR LUIS BRAILLE;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PROFESOR LUIS BRAILLE;PÚBLICO;CL. LUIS CRUMIERE, 2;46009;València;València;962566710;962566711;46017249@edu.gva.es
39.47172799907397, -0.38768799999999953;"{""coordinates"": [-0.387688, 39.47172799907397], ""type"": ""Point""}";46017316;CENTRE ENS. PROFESSIONALS DE DANSA VALENCIÀ;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE DANSA;CENTRE PROFESSIONAL DE DANSA VALENCIÀ;PRIVADO;CL. CALIXTO III, 13;46008;València;València;963858054;963858054;info@cpdansavalencia.com
39.44333499907414, -0.39403300000000074;"{""coordinates"": [-0.394033, 39.44333499907414], ""type"": ""Point""}";46017471;CEIP PROFESSOR RAMIRO JOVER;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;PROFESSOR RAMIRO JOVER;PÚBLICO;CL. PÍO IX, S/N;46017;València;València;962566320;962566321;46017471@edu.gva.es
39.45765099907405, -0.3981889999999995;"{""coordinates"": [-0.398189, 39.45765099907405], ""type"": ""Point""}";46017596;CEIP ELISEO VIDAL;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ELISEO VIDAL;PÚBLICO;CL. MÚSICO GOMIS, 1;46014;València;València;962566250;962566251;46017596@edu.gva.es
39.47015799907398, -0.34430999999999934;"{""coordinates"": [-0.34431, 39.47015799907398], ""type"": ""Point""}";46017602;CEIP EXPLORADOR ANDRÉS;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EXPLORADOR ANDRÉS;PÚBLICO;CL. RAMON DE CAMPOAMOR, 88;46022;València;València;961205515;961205516;46017602@edu.gva.es
39.468865999074, -0.3703169999999999;"{""coordinates"": [-0.370317, 39.468865999074], ""type"": ""Point""}";46017997;CENTRE PRIVAT FP TEVIÁN;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;TEVIÁN;PRIVADO;CL. ISABEL LA CATÓLICA, 9;46004;València;València;963520425;963521588;formacion@tevian.com
39.464890999074015, -0.41009899999999966;"{""coordinates"": [-0.410099, 39.464890999074015], ""type"": ""Point""}";46018035;CIPFP MISERICÒRDIA;CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL;MISERICÒRDIA;PÚBLICO;CL. CASA DE LA MISERICORDIA, 34;46014;València;València;961205920;961205921;46018035@edu.gva.es
39.48790999907387, -0.3701429999999993;"{""coordinates"": [-0.370143, 39.48790999907387], ""type"": ""Point""}";46018126;CEIP MAX AUB;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MAX AUB;PÚBLICO;CL. PADRE URBANO, S/N;46009;València;València;962566280;962566281;46018126@edu.gva.es
39.49613499907382, -0.3669640000000007;"{""coordinates"": [-0.366964, 39.49613499907382], ""type"": ""Point""}";46018138;IES ORRIOLS;INSTITUT D'EDUCACIÓ SECUNDÀRIA;ORRIOLS;PÚBLICO;CL. SANTIAGO RUSIÑOL, S/N;46019;València;València;961205970;961205971;46018138@edu.gva.es
39.50408999907376, -0.42396100000000037;"{""coordinates"": [-0.423961, 39.50408999907376], ""type"": ""Point""}";46018916;IES BENIMÀMET;INSTITUT D'EDUCACIÓ SECUNDÀRIA;BENIMÀMET;PÚBLICO;CL. DE CULLERA (APT. 25), S/N;46035;València;València;961206235;961206236;46018916@edu.gva.es
39.483942999073896, -0.3854040000000005;"{""coordinates"": [-0.385404, 39.483942999073896], ""type"": ""Point""}";46018928;CENTRE PRIVAT FP ACADEMIA DE PELUQUERÍA VALENCIA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;ACADEMIA DE PELUQUERÍA VALENCIA;PRIVADO;CL. PADRE FERRIS, 22;46009;València;València;963490039;0;info@acvalencia.com
39.45002099907409, -0.3674729999999999;"{""coordinates"": [-0.367473, 39.45002099907409], ""type"": ""Point""}";46019404;CENTRE PÚBLIC FPA FONT DE SANT LLUÍS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;FONT DE SANT LLUÍS;PÚBLICO;CL. PACO PIERRA, 20;46013;València;València;961207335;961207336;46019404@edu.gva.es
39.46798799907398, -0.38853399999999916;"{""coordinates"": [-0.388534, 39.46798799907398], ""type"": ""Point""}";46019477;CENTRE PÚBLIC FPA SERRANO MORALES;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;SERRANO MORALES;PÚBLICO;CL. ALBERIQUE, 18;46008;València;València;961206915;961206916;46019477@edu.gva.es
39.468532999073986, -0.387183999999999;"{""coordinates"": [-0.387184, 39.468532999073986], ""type"": ""Point""}";46019647;CENTRE ELEMENTAL DE MÚSICA ALSINA, ASOCIACIÓN;CENTRE AUTORITZAT ELEMENTAL DE MÚSICA;ALSINA, ASOCIACIÓN;PRIVADO;CL. DOCTOR SANCHIS SIVERA, 23;46008;València;València;963846151;963846151;musica.alsina@gmail.com
39.4965569990738, -0.379586;"{""coordinates"": [-0.379586, 39.4965569990738], ""type"": ""Point""}";46019763;IES JOSÉ BALLESTER GOZALVO;INSTITUT D'EDUCACIÓ SECUNDÀRIA;JOSÉ BALLESTER GOZALVO;PÚBLICO;CL. PINTOR ALEMANY, S/N;46019;València;València;961206255;961206256;46019763@edu.gva.es
39.47772799907392, -0.3854010000000014;"{""coordinates"": [-0.385401, 39.47772799907392], ""type"": ""Point""}";46019957;CENTRE ELEMENTAL DE DANSA BOTÀNIC (ESPAI DE DANSA);CENTRE AUTORITZAT ELEMENTAL DE DANSA;BOTÀNIC (ESPAI DE DANSA);PRIVADO;CL. TURIA, 65;46008;València;València;963917048;963917048;botanicespaidedansa@gmail.com
39.4836419990739, -0.3473460000000003;"{""coordinates"": [-0.347346, 39.4836419990739], ""type"": ""Point""}";46020388;CONSERVATORI PROFESSIONAL DE DANSA;CONSERVATORI PROFESSIONAL DE DANSA;;PÚBLICO;CM. DE VERA, S/N;46022;València;València;961206810;961206811;46020388@edu.gva.es
39.479855999073905, -0.381904000000001;"{""coordinates"": [-0.381904, 39.479855999073905], ""type"": ""Point""}";46020391;IES BARRI DEL CARME;INSTITUT D'EDUCACIÓ SECUNDÀRIA;BARRI DEL CARME;PÚBLICO;CL. BENEFICENCIA, 20;46003;València;València;961206095;961206096;46020391@edu.gva.es
39.47662999907393, -0.37812700000000016;"{""coordinates"": [-0.378127, 39.47662999907393], ""type"": ""Point""}";46020522;CENTRE DOCENT PRIVAT FPA CASA DE LOS OBREROS S.VTE. FERRER;CENTRE DOCENT PRIVAT DE FORMACIÓ BÀSICA DE PERSONES ADULTES;CASA DE LOS OBREROS DE SAN VICENTE FERRER;PRIVADO;CL. CAVALLERS (CASA DE LOS OBREROS), 3;46001;València;València;963916677;963911642;casaobreros@gmail.com
39.430060999074236, -0.36503800000000025;"{""coordinates"": [-0.365038, 39.430060999074236], ""type"": ""Point""}";46020832;ESCOLA PRIVADA DE MÚSICA SANTA CECILIA CASTELLAR-OLIVERAL;ESCOLA PRIVADA DE MÚSICA;SANTA CECILIA CASTELLAR-OLIVERAL;PRIVADO;CL. FORTUNA, 7;46026;València;València;963753223;963753223;umscco@gmail.com
39.42768299907424, -0.3641739999999995;"{""coordinates"": [-0.364174, 39.42768299907424], ""type"": ""Point""}";46020868;ESCOLA PRIVADA DE MÚSICA C.INSTR. MUSICAL CASTELLAR-OLIVERAL;ESCOLA PRIVADA DE MÚSICA;CENTRO INSTR. MÚSICA CASTELLAR-OLIVERAL;PRIVADO;CL. SAN SALVADOR, 99;46026;València;València;963964813;963962418;cimcastellaroliveral@hotmail.com
39.46457299907402, -0.3318889999999988;"{""coordinates"": [-0.331889, 39.46457299907402], ""type"": ""Point""}";46021101;ESCOLA PRIVADA DE MÚSICA DEL PUERTO;ESCOLA PRIVADA DE MÚSICA;DEL PUERTO;PRIVADO;CL. ROSARIO, 31;46011;València;València;963672333;0;sociedad@ateneomusicaldelpuerto.es
39.480842999073914, -0.39624499999999924;"{""coordinates"": [-0.396245, 39.480842999073914], ""type"": ""Point""}";46021150;ESCOLA PRIVADA DE MÚSICA AULA DE MÚSICA DIVISI;ESCOLA PRIVADA DE MÚSICA;DIVISI;PRIVADO;CL. DOCTOR CALATAYUD BAYA, 2;46015;València;València;963479595;963479595;maselfa@divisi.es
39.469934999073985, -0.3499479999999999;"{""coordinates"": [-0.349948, 39.469934999073985], ""type"": ""Point""}";46021356;CENTRE PRIVAT FP SANTA ANA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;SANTA ANA;CONCERTADO;CL. SANTOS JUSTO Y PASTOR, 38;46021;València;València;963601962;963936018;cfpsantaana@cfpsantaana.net
39.45740299907405, -0.37471500000000024;"{""coordinates"": [-0.374715, 39.45740299907405], ""type"": ""Point""}";46021381;CENTRE ESTRANGER BRITISH SCHOOL OF VALENCIA;CENTRE DOCENT PRIVAT ESTRANGER;BRITISH SCHOOL OF VALENCIA;PRIVADO;AV. PERIS Y VALERO, 55-59;46006;València;València;963742930;963349610;juncal.duran@cognita.com
39.46969899907397, -0.38669400000000004;"{""coordinates"": [-0.386694, 39.46969899907397], ""type"": ""Point""}";46021642;CENTRE PRIV. ED. INF. 1er CICLE EL CASTILLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL CASTILLO;PRIVADO;CL. PALLETER, 28;46008;València;València;963821785;0;info@escuelainfantilelcastillo.com
39.4817379990739, -0.39733599999999986;"{""coordinates"": [-0.397336, 39.4817379990739], ""type"": ""Point""}";46021769;CENTRE PRIV. ED. INFANTIL CAMPANAR;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;CAMPANAR;CONCERTADO;CL. BARÓN DE BARCHETA, 3;46015;València;València;963404213;963404213;ceicampanar@hotmail.com
39.460524999074025, -0.3913339999999996;"{""coordinates"": [-0.391334, 39.460524999074025], ""type"": ""Point""}";46021836;CENTRE PRIV. ED. INF. 1er CICLE SAMBORI;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;SAMBORI;PRIVADO;CL. CUENCA, 119;46007;València;València;963236270;0;educacioninfantilsambori@hotmail.com
39.48673999907386, -0.35982000000000053;"{""coordinates"": [-0.35982, 39.48673999907386], ""type"": ""Point""}";46021873;CENTRE PRIV. ED. INF. 1er CICLE BRESSOL-BENIMACLET;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BRESSOL-BENIMACLET;PRIVADO;CL. CRISTO DE LA PROVIDENCIA, 6;46020;València;València;963626914;0;info@escolabressol.net
39.31290099907498, -0.3176860000000008;"{""coordinates"": [-0.317686, 39.31290099907498], ""type"": ""Point""}";46022002;ESCOLA PRIVADA DE MÚSICA EL PALMAR;ESCOLA PRIVADA DE MÚSICA;EL PALMAR;PRIVADO;CL. VICENTE VALDOVÍ, 1;46012;València;València;961620002;0;vian50@telefonica.net
39.47561799907394, -0.3711959999999991;"{""coordinates"": [-0.371196, 39.47561799907394], ""type"": ""Point""}";46022051;ESCOLA PRIVADA DE MÚSICA ESCOLANIA NTRA.SRA.DESAMPARADOS;ESCOLA PRIVADA DE MÚSICA;ESCOLANÍA NTRA.SRA.DESAMPARADOS;PRIVADO;CL. GOBERNADOR VIEJO, 23;46003;València;València;963918434;0;secretaria@escolania.org
39.53841999907356, -0.4037370000000002;"{""coordinates"": [-0.403737, 39.53841999907356], ""type"": ""Point""}";46022075;ESCOLA PRIVADA DE MÚSICA  AGRUPACIÓ MUSICAL;ESCOLA PRIVADA DE MÚSICA;AGRUPACIÓ MUSICAL;PRIVADO;PZ. LLOTGETA, 7;46112;València;València;961390228;0;musicamassarrojos@yahoo.es
39.48518099907387, -0.39315800000000095;"{""coordinates"": [-0.393158, 39.48518099907387], ""type"": ""Point""}";46022257;IES CONSELLERIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;CONSELLERIA;PÚBLICO;CL. MONESTIR DE POBLET, S/N;46015;València;València;961206100;961206101;46022257@edu.gva.es
39.42288599907427, -0.3355839999999998;"{""coordinates"": [-0.335584, 39.42288599907427], ""type"": ""Point""}";46022270;EI 1er CICLE MUNICIPAL DE PINEDO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL DE PINEDO;PÚBLICO;TR. DE PINEDO AL MAR, S/N;46012;València;València;963248473;963248473;eipinedo@valencia.es
39.46248899907401, -0.39028700000000155;"{""coordinates"": [-0.390287, 39.46248899907401], ""type"": ""Point""}";46022506;CENTRE PRIV. ED. INFANTIL LA PALOMA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;LA PALOMA;PRIVADO;CL. BARÓN DE PATRAIX, 4;46018;València;València;963804618;0;e.i.lapaloma@hotmail.es
39.42670299907424, -0.3614920000000004;"{""coordinates"": [-0.361492, 39.42670299907424], ""type"": ""Point""}";46022579;IES EL RAVATXOL;INSTITUT D'EDUCACIÓ SECUNDÀRIA;EL RAVATXOL;PÚBLICO;AV. DOCTOR RUIZ I COMES, S/N;46026;València;València;961206270;961206271;46022579@edu.gva.es
39.473114999073964, -0.33753500000000086;"{""coordinates"": [-0.337535, 39.473114999073964], ""type"": ""Point""}";46022646;IES SERPIS;INSTITUT D'EDUCACIÓ SECUNDÀRIA;SERPIS;PÚBLICO;CL. JOSÉ MARÍA HARO, 63;46022;València;València;961206105;961206106;46022646@edu.gva.es
39.460756999074036, -0.39549700000000027;"{""coordinates"": [-0.395497, 39.460756999074036], ""type"": ""Point""}";46022944;IES PATRAIX, VICENTA FERRER ESCRIVÁ;INSTITUT D'EDUCACIÓ SECUNDÀRIA;PATRAIX, VICENTA FERRER ESCRIVÁ;PÚBLICO;CL. LA VALL D'UIXÓ, 2;46014;València;València;961206295;961206296;46022944@edu.gva.es
39.429670999074226, -0.366862;"{""coordinates"": [-0.366862, 39.429670999074226], ""type"": ""Point""}";46022993;CEIP CASTELLAR-OLIVERAL;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CASTELLAR-OLIVERAL;PÚBLICO;CL. ESCULTOR FEDERICO SIURANA, S/N;46026;València;València;962566810;962566811;46022993@edu.gva.es
39.463776999074, -0.38987000000000105;"{""coordinates"": [-0.38987, 39.463776999074], ""type"": ""Point""}";46023110;CENTRE PRIV. ED. INF. 1er CICLE EL TRENET;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL TRENET;PRIVADO;CL. RAMÓN DE CASTRO, 11-13;46018;València;València;963800758;963803719;info@escoletaeltrenet.com
39.4836419990739, -0.3473460000000003;"{""coordinates"": [-0.347346, 39.4836419990739], ""type"": ""Point""}";46023122;CONSERVATORI SUPERIOR DE DANSA;CONSERVATORI SUPERIOR DE DANSA;;PÚBLICO;CM. DE VERA, S/N;46022;València;València;961206975;961206976;46023122@iseacv.gva.es
39.46777099907398, -0.3351440000000006;"{""coordinates"": [-0.335144, 39.46777099907398], ""type"": ""Point""}";46023158;CEIP SERRERÍA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SERRERÍA;PÚBLICO;CL. SERRERÍA, 71;46022;València;València;961205160;961205161;46023158@edu.gva.es
39.44265799907415, -0.36737400000000003;"{""coordinates"": [-0.367374, 39.44265799907415], ""type"": ""Point""}";46023286;CENTRE PRIV. ED. INF. 1er CICLE DEHESA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;DEHESA;PRIVADO;CR. DE ARTES, 6;46013;València;València;963731436;963731436;sagrariomalo3@gmail.com
39.46569399907401, -0.36378300000000047;"{""coordinates"": [-0.363783, 39.46569399907401], ""type"": ""Point""}";46023331;CENTRE PRIV. ED. INF. 1er CICLE KINDER;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;KINDER;PRIVADO;CL. SALAMANCA, 30;46005;València;València;963347074;963347074;kinder@escuelakinder.com
39.46314499907403, -0.3658480000000006;"{""coordinates"": [-0.365848, 39.46314499907403], ""type"": ""Point""}";46023377;CENTRE PRIVAT FP ByS FORMACIÓN;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;ByS FORMACIÓN;CONCERTADO;AV. REGNE DE VALENCIA, 62;46005;València;València;963746682;963953389;bsformacion@bsformacion.com
39.49397399907382, -0.39501399999999887;"{""coordinates"": [-0.395014, 39.49397399907382], ""type"": ""Point""}";46023493;CENTRE PRIV. ED. INF. 1er CICLE NANSY;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;NANSY;PRIVADO;AV. BURJASSOT, 218;46025;València;València;963496276;963460990;e.i.nansy@colegio-argos.es
39.451396999074106, -0.40306100000000045;"{""coordinates"": [-0.403061, 39.451396999074106], ""type"": ""Point""}";46024072;CEIP SANT ISIDRE;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANT ISIDRE;PÚBLICO;CL. JOSEP ANDREU ALABARTA, 43;46014;València;València;961205510;961205511;46024072@edu.gva.es
39.465436999074015, -0.33837700000000165;"{""coordinates"": [-0.338377, 39.465436999074015], ""type"": ""Point""}";46024102;EI LES RONDALLES;ESCOLA INFANTIL;LES RONDALLES;PÚBLICO;CL. JOSÉ M.CERVERA LLORET, 2;46022;València;València;962566010;962566011;46024102@edu.gva.es
39.472503999073965, -0.410905;"{""coordinates"": [-0.410905, 39.472503999073965], ""type"": ""Point""}";46024254;CENTRE PRIV. ED. INF. 1er CICLE EL COLE;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL COLE;PRIVADO;CM. VIEJO DE XIRIVELLA, 31;46014;València;València;963599218;0;elcoleolivereta@yahoo.es
39.443815999074154, -0.3923960000000004;"{""coordinates"": [-0.392396, 39.443815999074154], ""type"": ""Point""}";46024291;CENTRE PRIV. ED. INF. 1er CICLE EL OSITO AZUL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL OSITO AZUL;PRIVADO;CL. REVERENDO JOSÉ NOGUERA, 26;46017;València;València;963781491;0;ositoazul@hotmail.com
39.454285999074074, -0.39147100000000096;"{""coordinates"": [-0.391471, 39.454285999074074], ""type"": ""Point""}";46024370;CENTRE PRIVAT OLLER 2;CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA;OLLER 2;CONCERTADO;CL. LLANERA DE RANES, 3;46017;València;València;963223627;0;oller2colegio@gmail.com
39.46275399907402, -0.3674239999999998;"{""coordinates"": [-0.367424, 39.46275399907402], ""type"": ""Point""}";46024497;CENTRE PRIV. ED. INFANTIL GUPPY;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;GUPPY;CONCERTADO;CL. LUIS DE SANTÁNGEL, 7-9 B;46005;València;València;963208808;0;eiguppy95@gmail.com
39.46870299907398, -0.3511739999999996;"{""coordinates"": [-0.351174, 39.46870299907398], ""type"": ""Point""}";46024734;CENTRE PRIV. ED. INF. 1er CICLE EL CUCURUCHO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL CUCURUCHO;PRIVADO;CL. LORENZO PALMIRENO, 10;46021;València;València;623028421;0;ceielpontetmagic@gmail.com
39.461506999074025, -0.34303800000000034;"{""coordinates"": [-0.343038, 39.461506999074025], ""type"": ""Point""}";46024862;CENTRE PRIV. ED. INF. 1er CICLE ALADDIN;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ALADDIN;PRIVADO;CL. RODRIGO DE PERTEGÁS, 25;46023;València;València;963250023;0;pilarramosprietoaladdin@gmail.com
39.487382999073866, -0.3684499999999994;"{""coordinates"": [-0.36845, 39.487382999073866], ""type"": ""Point""}";46025131;CENTRE PRIV. ED. INF. 1er CICLE ARCO IRIS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ARCO IRIS;PRIVADO;CL. ALMAZORA, 72-B;46010;València;València;963612546;963612546;info@escuelainfantil-arcoiris.com
39.48977599907385, -0.40195499999999934;"{""coordinates"": [-0.401955, 39.48977599907385], ""type"": ""Point""}";46025374;ESCOLA PRIVADA DE MÚSICA LA CLAVE;ESCOLA PRIVADA DE MÚSICA;LA CLAVE;PRIVADO;CL. SAN CLEMENTE, 1;46015;València;València;963494436;0;admin@la-clave.es
39.46455099907401, -0.4103140000000002;"{""coordinates"": [-0.410314, 39.46455099907401], ""type"": ""Point""}";46025799;CENTRE ESPECÍFIC D'EDUCACIÓ A DISTÀNCIA CEED;CENTRE PÚBLIC D'EDUCACIÓ A DISTÀNCIA;CEED;PÚBLICO;CL. CASA DE LA MISERICORDIA, 34;46014;València;València;961206990;961206991;46025799@edu.gva.es
39.484428999073884, -0.3278050000000011;"{""coordinates"": [-0.327805, 39.484428999073884], ""type"": ""Point""}";46025842;EI 1er CICLE MUNICIPAL;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;PÚBLICO;AV. BLASCO IBÁÑEZ, S/N;46120;Alboraia;València;963726132;0;gestion@patacova.es
39.470091999073986, -0.3449109999999999;"{""coordinates"": [-0.344911, 39.470091999073986], ""type"": ""Point""}";46026639;CENTRE PRIV. ED. INFANTIL MERAVELLES;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;MERAVELLES;PRIVADO;CL. IMPRESOR JOSÉ DE ORGA, 10;46022;València;València;960014551;0;info@lescolainfantilmeravelles.com
39.44656699907412, -0.391580999999999;"{""coordinates"": [-0.391581, 39.44656699907412], ""type"": ""Point""}";46026901;ESCOLA PRIVADA DE MÚSICA DE LA UNIÓ MUSICAL L'HORTA;ESCOLA PRIVADA DE MÚSICA;UNIÓ MUSICAL L'HORTA;PRIVADO;CL. INGENIERO JOSÉ SIRERA, 24;46017;València;València;963280468;0;umlhorta@gmail.com
39.49278199907383, -0.39543299999999965;"{""coordinates"": [-0.395433, 39.49278199907383], ""type"": ""Point""}";46026998;CENTRE PRIV. ED. INFANTIL EL CASTILLO 2;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;EL CASTILLO 2;PRIVADO;CL. ALQUERÍAS DE BELLVER, 30;46015;València;València;963403074;0;info@escuelainfantilelcastillo.com
